postid,type,questionid,tags,source,content,ce1,ce2,t1,t2
7196334,answer,7193870,"python,numpy",codeblock,https://stackoverflow.com/questions/7196334,"np.repeat(a,nrows*np.ones(a.shape[0],np.int),0)","np.tile(a,nrows).reshape(nrows*a.shape[0],-1)",0.0128,0.0255
7196334,answer,7193870,"python,numpy",codeblock,https://stackoverflow.com/questions/7196334,"np.tile(a,nrows).reshape(nrows*a.shape[0],-1)","np.kron(a,np.ones((nrows,1)))",0.0255,0.117
7614213,answer,7614084,"python,performance,matrix,numpy,max",codeblock,https://stackoverflow.com/questions/7614213,np.array(matrices).max(axis=0),np.dstack(matrices).max(2),0.0909,0.0926
7614213,answer,7614084,"python,performance,matrix,numpy,max",codeblock,https://stackoverflow.com/questions/7614213,np.dstack(matrices).max(2),np.array(matrices).max(axis=0),111,697
7741976,answer,7741878,"python,numpy",codeblock,https://stackoverflow.com/questions/7741976,"np.sum(np.abs(x)**2,axis=-1)**(1./2)","np.apply_along_axis(np.linalg.norm, 1, x)",0.0183,0.208
7741976,answer,7741878,"python,numpy",codeblock,https://stackoverflow.com/questions/7741976,"np.sum(abs(x), axis=-1)","np.apply_along_axis(lambda row:np.linalg.norm(row,ord=1), 1, x)",0.0109,0.203
7842620,answer,7842157,"python,numpy",codeblock,https://stackoverflow.com/questions/7842620,"a.astype([('x', '<f8'), ('y', '<f8'), ('z', '<f8')]).view('<f8')",np.array(a.tolist()),0.165,0.683
7842620,answer,7842157,"python,numpy",sentence,calling a.astype(...).view(...) is also faster than np.array(a.tolist()):,a.astype(...).view(...),np.array(a.tolist()),,
8124664,answer,7546080,"python,scipy",sentence,"also, numpy#insert is faster than numpy#resize :",numpy#insert,numpy#resize,,
8220925,answer,8220689,"python,numpy",codeblock,https://stackoverflow.com/questions/8220925,"np.fromiter(itertools.izip(A,B,C),dtype=datatype)","np.array(zip(A,B,C),dtype=datatype)",10.7,12.7
8220925,answer,8220689,"python,numpy",codeblock,https://stackoverflow.com/questions/8220925,"np.fromiter(itertools.izip(a,b,c),dtype=datatype)","np.array(zip(a,b,c),dtype=datatype)",0.0158,0.0208
8220925,answer,8220689,"python,numpy",sentence,so np.fromiter appears to be slightly faster than np.array.,np.fromiter,np.array,,
8489498,answer,8486294,"python,numpy",codeblock,https://stackoverflow.com/questions/8489498,"b = np.zeros((a.shape[0],a.shape[1]+1)); b[:,:-1] = a","b = np.hstack((a,np.zeros((a.shape[0],1))))",0.00562,0.0196
8542972,answer,8540568,"python,matlab,numpy,scipy",codeblock,https://stackoverflow.com/questions/8542972,m_2d = sp.empty(x.shape); m_2d[:] = m,"m_2d = sp.tile(m, (len(x), 1))",0.00258,0.0133
8622224,answer,8620521,"python,arrays,performance,optimization,numpy",codeblock,https://stackoverflow.com/questions/8622224,"numpy.concatenate([tab[indices1], tab[indices2], tab[indices3],     tab[indices4]])","numpy.array([tab[indices1], tab[indices2], tab[indices3], tab[indices4]])",0.544,5.11
8622224,answer,8620521,"python,arrays,performance,optimization,numpy",sentence,"third, np.concatenate is about 10 times faster than np.array",np.concatenate,np.array,,
8652969,answer,8652785,"python,numpy",codeblock,https://stackoverflow.com/questions/8652969,"np.sum(x, axis=1)","np.apply_along_axis(np.sum, 1, x)",1.81,3210
8652969,answer,8652785,"python,numpy",codeblock,https://stackoverflow.com/questions/8652969,"np.array([np.sum(x[i,:]) for i in range(x.shape[0])])","np.apply_along_axis(np.sum, 1, x)",712,3210
8652969,answer,8652785,"python,numpy",codeblock,https://stackoverflow.com/questions/8652969,"np.sum(x, axis=1)","np.array([np.sum(x[i,:]) for i in range(x.shape[0])])",1.81,712
8964779,answer,8956832,"python,memory,csv,numpy,scipy",sentence,"genfromtxt is much less efficient than loadtxt (though it handles missing data, whereas loadtxt is more ""lean and mean"", which is why the two functions co-exist).",loadtxt,genfromtxt,,
9184560,answer,9171158,"python,numpy",codeblock,https://stackoverflow.com/questions/9184560,np.sqrt(x.dot(x)),np.linalg.norm(x),18.1372,45.0878
9184560,answer,9171158,"python,numpy",codeblock,https://stackoverflow.com/questions/9184560,np.sqrt((a*a).sum(axis=1)),[np.linalg.norm(x) for x in a],0.0189,4.23
9702214,answer,9700699,"python,numpy,vectorization",codeblock,https://stackoverflow.com/questions/9702214,image.sum(axis=1).reshape(shape),np.array([old_rgb_to_something(rgb) for rgb in image]).reshape(shape),192,3030
10366764,answer,10366665,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/10366764,"t + np.roll(t,-1)","t + np.r_[t[1:],t[0]]",0.0172,0.0355
10674608,answer,10674464,"python,arrays,numpy,norm",codeblock,https://stackoverflow.com/questions/10674608,normedA_0 = array([norm(v) for v in A]),"normedA_1 = array(map(norm, A))",16.5,16.9
10674608,answer,10674464,"python,arrays,numpy,norm",codeblock,https://stackoverflow.com/questions/10674608,normedA_4 = (A*A).sum(axis=1)**0.5,normedA_0 = array([norm(v) for v in A]),0.0462,16.5
10674608,answer,10674464,"python,arrays,numpy,norm",codeblock,https://stackoverflow.com/questions/10674608,normedA_4 = (A*A).sum(axis=1)**0.5,"normedA_1 = array(map(norm, A))",0.0462,16.9
10677778,answer,10677542,"python,arrays,numpy,multiplication",codeblock,https://stackoverflow.com/questions/10677778,"np.einsum('ijk,jkl->ijkl',a,b)","a[..., np.newaxis]*b[np.newaxis, ...]",0.00478,0.0122
10677778,answer,10677542,"python,arrays,numpy,multiplication",codeblock,https://stackoverflow.com/questions/10677778,"a[..., np.newaxis]*b[np.newaxis, ...]","np.einsum('ijk,jkl->ijkl',a,b)",16.6,16.6
10677778,answer,10677542,"python,arrays,numpy,multiplication",codeblock,https://stackoverflow.com/questions/10677778,"a[..., np.newaxis]*b[np.newaxis, ...]","np.einsum('ijk,jkl->ijkl',a,b)",2600,3310
10709601,answer,10698858,"python,numpy,python-3.x,range",codeblock,https://stackoverflow.com/questions/10709601,np.arange(size) ** 2,for x in np.arange(size): x ** 2,19.5,1160
10958143,answer,10935629,"python,numpy",codeblock,https://stackoverflow.com/questions/10958143,np.matlib.eye(n),np.matlib.identity(n),0.695,8.78
11017532,answer,11017347,"python,list,numpy",sentence,"also, i'd imagine that a[i,j] is slightly more efficient than a[i][j], but i haven't tested it.","a[i,j]",a[i][j],,
11079590,answer,11078122,"python,numpy",codeblock,https://stackoverflow.com/questions/11079590,"c = signal.fftconvolve(a, numpy.fliplr(numpy.flipud(b)), 'valid')","c = signal.correlate(a, b, 'valid')",6.78,151
11157577,answer,6768245,"python,arrays,numpy,vectorization",sentence,"edit: after some brief benchmarking, i find that vectorize is significantly slower (50%) than frompyfunc for large arrays.",frompyfunc,vectorize,,
11623423,answer,11622692,"python,numpy,numpy-broadcasting",codeblock,https://stackoverflow.com/questions/11623423,(1 + a * 0) * numpy.arange(100),"numpy.broadcast_arrays(a, numpy.arange(100))[1]",0.0459,0.0534
11623423,answer,11622692,"python,numpy,numpy-broadcasting",codeblock,https://stackoverflow.com/questions/11623423,"b = numpy.ones_like(a, dtype='i8'); b * numpy.arange(100)","numpy.broadcast_arrays(a, numpy.arange(100))[1]",0.0289,0.0534
11623423,answer,11622692,"python,numpy,numpy-broadcasting",codeblock,https://stackoverflow.com/questions/11623423,"b = numpy.ones_like(a, dtype='i8'); b * numpy.arange(100)",(1 + a * 0) * numpy.arange(100),0.0289,0.0459
11830636,answer,11830474,"python,numpy",codeblock,https://stackoverflow.com/questions/11830636,"np.vstack((a, b, c)).T.ravel()","np.array((a, b, c)).T.ravel()",0.265,5.24
11830636,answer,11830474,"python,numpy",codeblock,https://stackoverflow.com/questions/11830636,"np.vstack((a, b, c)).T.flatten()","np.array((a, b, c)).T.ravel()",0.268,5.24
11830636,answer,11830474,"python,numpy",codeblock,https://stackoverflow.com/questions/11830636,"np.vstack((a, b, c)).T.ravel()","np.vstack((a, b, c)).T.flatten()",0.265,0.268
11927545,answer,11927484,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/11927545,"a[where(array(map(lambda x: sum(x), a % 2 == 0)) >= N)]","a[where(sum(apply_along_axis(lambda x: x % 2 == 0, 1, a), axis=1) >= 2)]",0.072,0.22
11975241,answer,11975146,"python,numpy",sentence,"wrapping np.zeros(size); a[index] = 1.0 in a function makes only a modest difference, and is still much faster than np.eye:",np.zeros(size); a[index] = 1.0,np.eye,,
11975241,answer,11975146,"python,numpy",codeblock,https://stackoverflow.com/questions/11975241,a = np.zeros(size); a[index] = 1.0,"np.eye(1,size,index)",0.00153,0.00768
12262022,answer,12255179,"python,numpy,pandas,scikit-learn",codeblock,https://stackoverflow.com/questions/12262022,"numpy.fromstring(d, dtype='int8') - 48","numpy.fromiter(d, dtype='int', count=20000)",0.0358,8.57
12451985,answer,12451954,"python,numpy",codeblock,https://stackoverflow.com/questions/12451985,np.count_nonzero(a),(a != 0).sum(),0.000686,0.0135
12611185,answer,12606027,"python,performance,numpy,order,f2py",codeblock,https://stackoverflow.com/questions/12611185,x.sum(axis=1),y.sum(axis=1),1.02,8.09
12611185,answer,12606027,"python,performance,numpy,order,f2py",codeblock,https://stackoverflow.com/questions/12611185,y.sum(axis=0),x.sum(axis=0),1.02,8.03
12668149,answer,12668027,"python,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/12668149,"np.append(p, z,1)","np.c_[a, z]",0.0131,0.0472
12668149,answer,12668027,"python,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/12668149,"np.hstack((p,z))","np.c_[a, z]",0.0208,0.0472
12668149,answer,12668027,"python,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/12668149,"np.append(p, z,1)","np.hstack((p,z))",0.0131,0.0208
12712725,answer,2850743,"python,vector,numpy,normalization",codeblock,https://stackoverflow.com/questions/12712725,"np.sqrt((vectors ** 2).sum(-1))[..., np.newaxis]","np.apply_along_axis(np.linalg.norm, 1, vectors)",0.0138,2.39
12712725,answer,2850743,"python,vector,numpy,normalization",codeblock,https://stackoverflow.com/questions/12712725,"np.sqrt(np.einsum('...i,...i', vectors, vectors))","np.apply_along_axis(np.linalg.norm, 1, vectors)",0.00645,2.39
12712725,answer,2850743,"python,vector,numpy,normalization",codeblock,https://stackoverflow.com/questions/12712725,"np.sqrt(np.einsum('...i,...i', vectors, vectors))","np.sqrt((vectors ** 2).sum(-1))[..., np.newaxis]",0.00645,0.0138
12996105,answer,12995937,"python,arrays,coding-style,numpy,pixel",codeblock,https://stackoverflow.com/questions/12996105,y[b],y[y>200],0.00331,0.00757
12996105,answer,12995937,"python,arrays,coding-style,numpy,pixel",codeblock,https://stackoverflow.com/questions/12996105,"np.array(filter(lambda x:x>200, x))","np.array(filter(lambda x:x>200, y.ravel()))",0.0217,0.0229
12996105,answer,12995937,"python,arrays,coding-style,numpy,pixel",codeblock,https://stackoverflow.com/questions/12996105,y[nb],y[np.where(y>200)],0.00242,0.0103
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,"a=np.repeat(5,(1e4))","a=np.tile(5,[1e4])",0.0817,0.0829
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a.fill(5),a=np.empty(1e4); a[:]=5,0.00585,0.00715
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.ones(1e4)*5,"a=np.tile(5,[1e4])",0.0229,0.0829
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a.fill(5),a=np.ones(1e4)*5,0.00585,0.0229
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a.fill(5),"a=np.repeat(5,(1e4))",0.00585,0.0817
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a.fill(5),"a=np.tile(5,[1e4])",0.00585,0.0829
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a[:]=5,a=np.ones(1e4)*5,0.00715,0.0229
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a[:]=5,"a=np.repeat(5,(1e4))",0.00715,0.0817
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.ones(1e4)*5,"a=np.repeat(5,(1e4))",0.0229,0.0817
13052254,answer,5891410,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/13052254,a=np.empty(1e4); a[:]=5,"a=np.tile(5,[1e4])",0.00715,0.0829
13235413,answer,13235187,"python,numpy,python-2.7",codeblock,https://stackoverflow.com/questions/13235413,"numpy.mod(a, 1.0)",numpy.modf(a)[0],68.3,90.1
13235413,answer,13235187,"python,numpy,python-2.7",codeblock,https://stackoverflow.com/questions/13235413,"numpy.mod(a, 1.0)",a-numpy.trunc(a),68.3,135
13235413,answer,13235187,"python,numpy,python-2.7",codeblock,https://stackoverflow.com/questions/13235413,numpy.modf(a)[0],a-numpy.trunc(a),90.1,135
13252986,answer,13252781,"python,numpy",codeblock,https://stackoverflow.com/questions/13252986,a.flatten(),numpy.concatenate(a),0.00142,0.00226
13252986,answer,13252781,"python,numpy",codeblock,https://stackoverflow.com/questions/13252986,a.ravel(),a.flatten(),0.000468,0.00142
13252986,answer,13252781,"python,numpy",codeblock,https://stackoverflow.com/questions/13252986,a.ravel(),numpy.concatenate(a),0.000468,0.00226
13532135,answer,13531717,"optimization,numpy,linear-algebra",codeblock,https://stackoverflow.com/questions/13532135,np.linalg.eig(A),[np.linalg.eig(Ai) for Ai in A],9.65,74.6
13534817,answer,13533719,"python,numpy",codeblock,https://stackoverflow.com/questions/13534817,"foo[rsum<165][:,csum>80]","foo[np.ix_(rsum<165, csum>80)]",0.00966,0.0164
13534817,answer,13533719,"python,numpy",codeblock,https://stackoverflow.com/questions/13534817,"np.multiply.outer(range(1,6),range(1,11))",np.array([[(i+1)*(j+1) for i in range(10)] for j in range(5)]),0.0142,0.0266
13653308,answer,13653030,"python,pandas",codeblock,https://stackoverflow.com/questions/13653308,"pd.DataFrame(zip(a,b), columns=[a.name, b.name])","pd.concat([pd.DataFrame(a),pd.DataFrame(b)], axis=1)",0.362,0.808
13842286,answer,13842088,"python,pandas,dataframe",codeblock,https://stackoverflow.com/questions/13842286,"df.set_value('C', 'x', 10)",df['x']['C'] = 10,0.0029,0.00631
13842286,answer,13842088,"python,pandas,dataframe",codeblock,https://stackoverflow.com/questions/13842286,"df.set_value('C', 'x', 10)","df.at['C', 'x'] = 10",0.0029,0.0092
13842286,answer,13842088,"python,pandas,dataframe",codeblock,https://stackoverflow.com/questions/13842286,df['x']['C'] = 10,"df.at['C', 'x'] = 10",0.00631,0.0092
13884215,answer,13876789,"python,numpy",codeblock,https://stackoverflow.com/questions/13884215,"np.frompyfunc(lambda element: np.amax(np.where(a1 > element)),1,1)(a2,out=np.empty_like(a2))",np.asarray([np.amax(np.where(a1 > element)) for element in a2]),0.123,0.161
13884215,answer,13876789,"python,numpy",codeblock,https://stackoverflow.com/questions/13884215,"np.fromiter((np.amax(np.where(a1 > element)) for element in a2),dtype=int, count=len(a2))",np.asarray([np.amax(np.where(a1 > element)) for element in a2]),0.111,0.161
13884215,answer,13876789,"python,numpy",codeblock,https://stackoverflow.com/questions/13884215,"np.fromiter((np.amax(np.where(a1 > element)) for element in a2),dtype=int, count=len(a2))","np.frompyfunc(lambda element: np.amax(np.where(a1 > element)),1,1)(a2,out=np.empty_like(a2))",0.111,0.123
13923414,answer,13918355,"python,join,merge,pandas,binary-search",codeblock,https://stackoverflow.com/questions/13923414,"C = AA.apply(lambda row: (row[0], x[1], B.ts.values[(B.ts.values >= row['ts']) & (B.index == row['a'])].min()), axis=1)","C = AA.apply(lambda row: (row[0], row[1], B.ix[row[0]].irow(np.searchsorted(B.ts[row[0]], row[2]))), axis=1).set_index(['a', 'b'])",4.32,10.3
14079233,answer,14078818,"python,image,matlab,image-processing,numpy",codeblock,https://stackoverflow.com/questions/14079233,"a=np.empty((5000,5000), dtype='d');  a=a[:, 3000:]","a=np.empty((5000,5000), dtype='d');  a=np.delete(a, np.r_[:3000], 1)",0.0393,404
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.empty((3,3)); m.fill(-1)","m = np.empty((3,3)); m[:] = -1",0.00209,0.00318
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.zeros((3,3)); m.fill(-1)","m = np.zeros((3,3)); m += -1",0.00231,0.0069
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.zeros((3,3)); m += -1","m = np.ones((3,3)); m *= -1",0.0069,0.00949
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.empty((3,3)); m[:] = -1","m = np.zeros((3,3)); m += -1",0.00318,0.0069
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.empty((3,3)); m.fill(-1)","m = np.zeros((3,3)); m.fill(-1)",0.00209,0.00231
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.zeros((3,3)); m.fill(-1)","m = np.empty((3,3)); m[:] = -1",0.00231,0.00318
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.empty((3,3)); m.fill(-1)","m = np.ones((3,3)); m *= -1",0.00209,0.00949
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.empty((3,3)); m.fill(-1)","m = np.zeros((3,3)); m += -1",0.00209,0.0069
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.empty((3,3)); m[:] = -1","m = np.ones((3,3)); m *= -1",0.00318,0.00949
14112342,answer,14112235,"python,numpy,scipy",codeblock,https://stackoverflow.com/questions/14112342,"m = np.zeros((3,3)); m.fill(-1)","m = np.ones((3,3)); m *= -1",0.00231,0.00949
14387955,answer,14386822,"python,numpy,indexing,slice",codeblock,https://stackoverflow.com/questions/14387955,"(a.ravel()[(cols + (rows * a.shape[1]).reshape((-1,1))).ravel()]).reshape(rows.size, cols.size)","a[rows][:, cols]",1.56,186
14434100,answer,14433428,"python,numpy,iteration",codeblock,https://stackoverflow.com/questions/14434100,np.log(thing),[math.log(x) for x in thing],3203.94,37742.2
14438767,answer,14438509,"numpy,pandas,pytables",codeblock,https://stackoverflow.com/questions/14438767,"idx = a[:, 1].argsort(kind='quicksort')","idx = a[:, 1].argsort(kind='heapsort')",12.6,21.4
14438767,answer,14438509,"numpy,pandas,pytables",codeblock,https://stackoverflow.com/questions/14438767,"idx = a[:, 1].argsort(kind='mergesort')","idx = a[:, 1].argsort(kind='heapsort')",14.4,21.4
14438767,answer,14438509,"numpy,pandas,pytables",codeblock,https://stackoverflow.com/questions/14438767,"idx = a[:, 1].argsort(kind='quicksort')","idx = a[:, 1].argsort(kind='mergesort')",12.6,14.4
14447750,answer,14447442,"python,numpy,vectorization",codeblock,https://stackoverflow.com/questions/14447750,"test[2,2]",test[2][2],0.000639,0.0015
14468501,answer,14468158,"python,numpy,concatenation",codeblock,https://stackoverflow.com/questions/14468501,"np.concatenate(([1,2,3,], [4,5,6])).reshape(2,1,1,3)","np.r_['0,4', [1,2,3,], [4,5,6]]",0.0102,0.038
14639568,answer,14639496,"python,arrays,string,numpy",codeblock,https://stackoverflow.com/questions/14639568,a.copy(),b.copy(),0.00251,0.0484
14663198,answer,14663071,"python,arrays,matlab,numpy",codeblock,https://stackoverflow.com/questions/14663198,a = np.empty(300+2); a.fill(2); a[0] = 1; a[-1] = 1,a = 2*np.ones(300+2); a[0] = 1; a[-1] = 1,0.00173,0.00679
14663198,answer,14663071,"python,arrays,matlab,numpy",codeblock,https://stackoverflow.com/questions/14663198,"np.hstack(([1], 2*np.ones(300), [1]))","np.r_[1, 2*np.ones(300), 1]",0.0264,0.0275
14663198,answer,14663071,"python,arrays,matlab,numpy",codeblock,https://stackoverflow.com/questions/14663198,"np.r_[1, 2*np.ones(300), 1]","np.append([1],np.append(2*np.ones(300)[:],[1]))",0.0275,0.0282
14663198,answer,14663071,"python,arrays,matlab,numpy",codeblock,https://stackoverflow.com/questions/14663198,"np.hstack(([1], 2*np.ones(300), [1]))","np.append([1],np.append(2*np.ones(300)[:],[1]))",0.0264,0.0282
14671627,answer,14671013,"python,sorting,numpy,scipy",sentence,"after upgrading to a latest version of scipy as suggested @warrenweckesser in the comments, scipy.stats.rankdata seems to be faster than both scipy.stats.mstats.rankdata and np.searchsorted being the fastet way to do it on larger arrays.",scipy.stats.rankdata,scipy.stats.mstats.rankdata,,
14759341,answer,14758283,"python,numpy,scipy,product",codeblock,https://stackoverflow.com/questions/14759341,"np.einsum('ij,ij->i', np.dot(a, b), a)","np.einsum('ij,jk,ki->i', a, b, a.T)",105,1300
14759341,answer,14758283,"python,numpy,scipy,product",codeblock,https://stackoverflow.com/questions/14759341,"np.einsum('ij,jk,ki->i', a, b, a.T)","np.diag(np.dot(np.dot(a, b), a.T))",1300,5730
14759341,answer,14758283,"python,numpy,scipy,product",codeblock,https://stackoverflow.com/questions/14759341,(a.dot(b) * a).sum(-1),"np.einsum('ij,jk,ki->i', a, b, a.T)",115,1300
14759341,answer,14758283,"python,numpy,scipy,product",codeblock,https://stackoverflow.com/questions/14759341,"np.einsum('ij,ij->i', np.dot(a, b), a)","np.diag(np.dot(np.dot(a, b), a.T))",105,5730
14759341,answer,14758283,"python,numpy,scipy,product",codeblock,https://stackoverflow.com/questions/14759341,"np.einsum('ij,ij->i', np.dot(a, b), a)",(a.dot(b) * a).sum(-1),105,115
14759341,answer,14758283,"python,numpy,scipy,product",codeblock,https://stackoverflow.com/questions/14759341,(a.dot(b) * a).sum(-1),"np.diag(np.dot(np.dot(a, b), a.T))",115,5730
15015979,answer,15015471,"python,numpy",codeblock,https://stackoverflow.com/questions/15015979,"np.einsum('ij, jkl', M, a)","np.dot(M, a.swapaxes(0,1))",60.7,116
15300328,answer,15296944,"python,numpy",codeblock,https://stackoverflow.com/questions/15300328,"np.tensordot(v, A, axes=(0, 2))","np.apply_along_axis(v.dot, 2, A)",0.0216,0.258
15302905,answer,15296944,"python,numpy",codeblock,https://stackoverflow.com/questions/15302905,a.dot(v),"v.dot(np.rollaxis(a, 2, 1))",0.00243,0.00449
